Region ,Sub-Region,Cluster ,Office,Service Line Name  (group),Function,Sub Function,Cost Center Code,Cost Center Name,Case Group,Case Group Name,Case Code,Case Name,Cost Type,GL Account Name,GL Account,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Freelance Service Fees,61108000,"4,090","4,090","4,090","4,090","4,090","4,090","4,090","4,090","4,090","4,090","4,090","4,090"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"221,875","221,875","221,875","202,967","202,967","202,967","202,967","202,967","202,967","180,116","180,116","180,116"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Wages,61010000,"498,965","498,965","498,965","520,920","520,920","520,920","520,920","520,920","520,920","520,920","520,920","520,920"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Programs,Other Operating Expenses,66000000,"35,833","35,833","35,833","35,833","35,833","35,833","35,833","35,833","35,833","35,833","35,833","35,833"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Programs,Travel - Other,61009000,"4,375","4,375","4,375","4,375","4,375","4,375","4,375","4,375","4,375","4,375","4,375","4,375"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500203,PI Practice - DBs,,,Programs,Other Operating Expenses,66000000,"48,333","48,333","48,333","48,333","48,333","48,333","48,333","48,333","48,333","48,333","48,333","48,333"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500204,PI Practice - BCN,,,Programs,Other Operating Expenses,66000000,"277,833","277,833","277,833","277,833","277,833","277,833","277,833","277,833","277,833","277,833","277,833","277,833"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Compensation,Bonus - Individual Performance,61020000,"53,339","53,339","53,339","55,686","55,686","55,686","55,686","55,686","55,686","55,686","55,686","55,686"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Compensation,Bonus - Office Performance,61023000,"9,685","9,685","9,685","12,256","12,256","12,256","12,256","12,256","12,256","12,256","12,256","12,256"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Compensation,Fringe Benefits Allocation,61200000,"102,643","102,643","102,643","93,896","93,896","93,896","93,896","93,896","93,896","83,325","83,325","83,325"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Compensation,Wages,61010000,"250,594","250,594","250,594","261,620","261,620","261,620","261,620","261,620","261,620","261,620","261,620","261,620"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Programs,Other Operating Expenses,66000000,"7,250","7,250","7,250","7,250","7,250","7,250","7,250","7,250","7,250","7,250","7,250","7,250"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7001,Commercial Operations,70010001,Commercial Operations - General,,,Programs,Travel - Other,61009000,"3,383","3,383","3,383","3,383","3,383","3,383","3,383","3,383","3,383","3,383","3,383","3,383"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72500001,Practice Area Prgrm Office - General,,,Compensation,Bonus - Individual Performance,61020000,"133,660","133,660","133,660","139,541","139,541","139,541","139,541","139,541","139,541","139,541","139,541","139,541"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72500001,Practice Area Prgrm Office - General,,,Compensation,Bonus - Office Performance,61023000,"26,375","26,375","26,375","33,377","33,377","33,377","33,377","33,377","33,377","33,377","33,377","33,377"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72500001,Practice Area Prgrm Office - General,,,Compensation,Fringe Benefits Allocation,61200000,"184,183","184,183","184,183","168,487","168,487","168,487","168,487","168,487","168,487","149,518","149,518","149,518"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72500001,Practice Area Prgrm Office - General,,,Compensation,Wages,61010000,"401,273","401,273","401,273","418,929","418,929","418,929","418,929","418,929","418,929","418,929","418,929","418,929"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72500001,Practice Area Prgrm Office - General,,,Programs,Other Operating Expenses,66000000,"162,750","162,750","162,750","162,750","162,750","162,750","162,750","162,750","162,750","162,750","162,750","162,750"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72509000,Practice Area Prgrm Office - Mgmt Meetings,,,Programs,Events & Meetings,61402000,,,,"381,917","381,917","381,917",,,,,,
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PPK - Other (L2),7250,Practice Area Prgrm Office,72509000,Practice Area Prgrm Office - Mgmt Meetings,,,Programs,Travel - Other,61009000,"89,583","89,583","89,583","89,583","89,583","89,583","89,583","89,583","89,583","89,583","89,583","89,583"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"63,310","63,310","61,241","63,936","63,936","63,936","63,936","63,936","63,936","63,936","63,936","63,936"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Office Performance,61023000,"10,485","10,485","10,485","13,268","13,268","13,268","13,268","13,268","13,268","13,268","13,268","13,268"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"97,664","97,664","97,664","89,341","89,341","89,341","89,341","89,341","89,341","79,283","79,283","79,283"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Wages,61010000,"234,026","234,026","224,622","234,506","234,506","234,506","234,506","234,506","234,506","234,506","234,506","234,506"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Programs,Other Operating Expenses,66000000,"38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Programs,Travel - Other,61009000,"7,083","7,083","7,083","7,083","7,083","7,083","7,083","7,083","7,083","7,083","7,083","7,083"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000203,Retail Practice - DBs,,,Programs,Other Operating Expenses,66000000,"88,402","88,402","88,402","88,402","88,402","88,402","88,402","88,402","88,402","88,402","88,402","88,402"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000204,Retail Practice - BCN,,,Programs,Other Operating Expenses,66000000,"114,833","114,833","114,833","114,833","114,833","114,833","114,833","114,833","114,833","114,833","114,833","114,833"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"130,893","130,893","130,893","136,652","136,652","136,652","136,652","136,652","136,652","136,652","136,652","136,652"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Office Performance,61023000,"24,888","24,888","24,888","31,495","31,495","31,495","31,495","31,495","31,495","31,495","31,495","31,495"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Freelance Service Fees,61108000,"3,073","3,073","3,073","3,073","3,073","3,073","3,073","3,073","3,073","3,073","3,073","3,073"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"193,936","193,936","193,936","177,409","177,409","177,409","177,409","177,409","177,409","157,436","157,436","157,436"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Wages,61010000,"432,739","432,739","432,739","451,780","451,780","451,780","451,780","451,780","451,780","451,780","451,780","451,780"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Programs,Other Operating Expenses,66000000,53750,53750,53750,53750,53750,53750,53750,53750,53750,53750,53750,53750
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Programs,Travel - Other,61009000,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000204,Strategy & Transformation Practice - BCN,,,Programs,Other Operating Expenses,66000000,98037,98037,98037,98037,98037,98037,98037,98037,98037,98037,98037,98037
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Individual Performance,61020000,39445,39445,39445,41181,41181,41181,41181,41181,41181,41181,41181,41181
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Office Performance,61023000,7826,7826,7826,9904,9904,9904,9904,9904,9904,9904,9904,9904
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Compensation,Freelance Service Fees,61108000,6250,6250,6250,6250,6250,6250,6250,6250,6250,6250,6250,6250
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,60687,60687,60687,55515,55515,55515,55515,55515,55515,49265,49265,49265
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Compensation,Wages,61010000,132695,132695,132695,137250,137250,137250,137250,137250,137250,137250,137250,137250
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Programs,Other Operating Expenses,66000000,"42,083","42,083","42,083","42,083","42,083","42,083","42,083","42,083","42,083","42,083","42,083","42,083"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,MTG Practice,75300001,Macro Trends Practice - General,,,Programs,Travel - Other,61009000,167,167,167,167,167,167,167,167,167,167,167,167
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"51,273","51,273","51,273","53,529","53,529","53,529","53,529","53,529","53,529","53,529","53,529","53,529"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Office Performance,61023000,"8,892","8,892","8,892","11,252","11,252","11,252","11,252","11,252","11,252","11,252","11,252","11,252"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Freelance Service Fees,61108000,134,134,134,134,134,134,134,134,134,134,134,134
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"78,012","78,012","78,012","71,364","71,364","71,364","71,364","71,364","71,364","63,329","63,329","63,329"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Wages,61010000,"177,818","177,818","177,818","185,642","185,642","185,642","185,642","185,642","185,642","185,642","185,642","185,642"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Programs,Other Operating Expenses,66000000,"76,167","76,167","76,167","76,167","76,167","76,167","76,167","76,167","76,167","76,167","76,167","76,167"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Programs,Travel - Other,61009000,"4,183","4,183","4,183","4,183","4,183","4,183","4,183","4,183","4,183","4,183","4,183","4,183"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500203,TMT Practice - DBs,,,Programs,Other Operating Expenses,66000000,739698,739698,739698,739698,739698,739698,739698,739698,739698,739698,739698,739698
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500204,TMT Practice - BCN,,,Programs,Other Operating Expenses,66000000,"81,167","81,167","81,167","81,167","81,167","81,167","81,167","81,167","81,167","81,167","81,167","81,167"
