Region ,Sub-Region,Cluster ,Office,Service Line Name  (group),Function,Sub Function,Cost Center Code,Cost Center Name,Case Group,Case Group Name,Case Code,Case Name,Cost Type,GL Account Name,GL Account,1,2,3,4,5,6,7,8,9,10,11,12
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"52,761","52,761","52,761","55,993","55,993","55,993","55,993","55,993","55,993","55,993","55,993","55,993"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Vacation Expense,61107000,"-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004","-13,004"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Compensation,Wages,61010000,"136,637","136,637","136,637","144,972","144,972","144,972","144,972","144,972","144,972","144,972","144,972","144,972"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Organization Practice (L2),7400,Organization Practice,74000201,Organization Practice - General,,,Programs,Other Operating Expenses,66000000,"26,800","26,800","26,800","26,800","26,800","26,800","26,800","26,800","26,800","26,800","30,150","36,850"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"188,508","188,508","188,508","200,195","200,195","200,195","200,195","200,195","200,195","200,195","200,195","200,195"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Bonus - Office Performance,61023000,"36,095","36,095","36,095","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333","38,333"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"237,288","237,288","237,288","252,027","252,027","252,027","252,027","252,027","252,027","252,027","252,027","252,027"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Vacation Expense,61107000,"98,000","95,492","95,492","95,492","95,492","95,492","95,492","95,492","95,492","95,492","95,492","101,492"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Compensation,Wages,61010000,"602,187","602,187","602,187","639,614","639,614","639,614","639,614","639,614","639,614","639,614","639,614","639,614"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000201,PEG Practice - General,,,Programs,Other Operating Expenses,66000000,"28,800","28,800","28,800","28,800","28,800","28,800","28,800","28,800","28,800","28,800","32,400","39,600"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PEG Practice (L2),7700,PEG Practice,77000203,PEG Practice - DBs,,,Programs,Other Operating Expenses,66000000,"43,333","43,333","43,333","43,333","43,333","43,333","43,333","43,333","43,333","43,333","43,333","43,333"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"132,409","132,409","132,409","140,619","140,619","140,619","140,619","140,619","140,619","140,619","140,619","140,619"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Bonus - Office Performance,61023000,"25,093","25,093","25,093","26,649","26,649","26,649","26,649","26,649","26,649","26,649","26,649","26,649"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"170,975","170,975","170,975","181,576","181,576","181,576","181,576","181,576","181,576","181,576","181,576","181,576"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Vacation Expense,61107000,"-13,945","-16,945","-16,945","-16,945","-16,945","-16,945","-16,945","-16,945","-16,945","-16,945","-16,945","-17,240"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Compensation,Wages,61010000,"438,230","438,230","438,230","465,400","465,400","465,400","465,400","465,400","465,400","465,400","465,400","465,400"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500201,PI Practice - General,,,Programs,Other Operating Expenses,66000000,"26,650","26,650","26,650","26,650","26,650","26,650","26,650","26,650","26,650","26,650","30,450","38,300"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500203,PI Practice - DBs,,,Programs,Other Operating Expenses,66000000,"45,583","45,583","45,583","45,583","45,583","45,583","45,583","45,583","45,583","45,583","45,583","45,583"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,PI Practice (L2),7350,PI Practice,73500204,PI Practice - BCN,,,Programs,Other Operating Expenses,66000000,"101,500","101,500","101,500","101,500","101,500","101,500","101,500","101,500","101,500","101,500","101,500","101,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"44,575","44,575","44,575","47,338","47,338","47,338","47,338","47,338","47,338","47,338","47,338","47,338"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Bonus - Office Performance,61023000,"6,683","6,683","6,683","7,097","7,097","7,097","7,097","7,097","7,097","7,097","7,097","7,097"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"66,149","66,149","66,149","70,250","70,250","70,250","70,250","70,250","70,250","70,250","70,250","70,250"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Vacation Expense,61107000,"24,416","24,710","24,710","24,710","24,710","24,710","24,710","24,710","24,710","24,710","24,710","24,710"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Compensation,Wages,61010000,"179,227","179,227","179,227","190,340","190,340","190,340","190,340","190,340","190,340","190,340","190,340","190,340"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000201,Retail Practice - General,,,Programs,Other Operating Expenses,66000000,"32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","32,000","36,000","44,000"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000203,Retail Practice - DBs,,,Programs,Other Operating Expenses,66000000,"92,430","92,430","92,430","92,430","92,430","92,430","92,430","92,430","92,430","92,430","92,430","92,430"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Retail Practice (L2),7900,Retail Practice,79000204,Retail Practice - BCN,,,Programs,Other Operating Expenses,66000000,"92,417","92,417","92,417","92,417","92,417","92,417","92,417","92,417","92,417","92,417","92,417","92,417"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"124,920","124,920","124,920","132,665","132,665","132,665","132,665","132,665","132,665","132,665","132,665","132,665"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Bonus - Office Performance,61023000,"22,211","22,211","22,211","23,588","23,588","23,588","23,588","23,588","23,588","23,588","23,588","23,588"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"171,716","171,716","171,716","182,363","182,363","182,363","182,363","182,363","182,363","182,363","182,363","182,363"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Vacation Expense,61107000,"4,162","4,763","4,763","4,763","4,763","4,763","4,763","4,763","4,763","4,763","4,763","4,763"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Compensation,Wages,61010000,"451,184","451,184","451,184","479,157","479,157","479,157","479,157","479,157","479,157","479,157","479,157","479,157"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000201,Strategy & Transformation Practice - General,,,Programs,Other Operating Expenses,66000000,"51,600","51,600","51,600","51,600","51,600","51,600","51,600","51,600","51,600","51,600","58,050","70,950"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7300,Strategy & Transformation Practice,73000204,Strategy & Transformation Practice - BCN,,,Programs,Other Operating Expenses,66000000,"95,500","95,500","95,500","95,500","95,500","95,500","95,500","95,500","95,500","95,500","95,500","95,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Bonus - Office Performance,61023000,,,,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7360,Transform & Chg Practice,73600201,Transform & Chg Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Bonus - Individual Performance,61020000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7525,Bain Futures Practice,75250201,Bain Futures Practice - General,,,Compensation,Wages,61010000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"13,485","13,485","13,485","14,321","14,321","14,321","14,321","14,321","14,321","14,321","14,321","14,321"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Bonus - Office Performance,61023000,"2,576","2,576","2,576","2,736","2,736","2,736","2,736","2,736","2,736","2,736","2,736","2,736"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"22,076","24,037","24,037","25,016","25,016","25,016","25,016","25,016","25,016","25,016","25,016","25,016"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Vacation Expense,61107000,"2,250","2,250","2,250","2,250","2,250","2,250","2,250","2,250","2,250","2,250","2,250","2,250"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Compensation,Wages,61010000,"60,859","67,691","67,691","70,106","70,106","70,106","70,106","70,106","70,106","70,106","70,106","70,106"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Strategy & Transformation Practice,7530,Strategy & Transformation Practice,75300001,Macro Trends Practice - General,,,Programs,Other Operating Expenses,66000000,"7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","7,200","8,100","9,900"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"53,054","53,054","53,054","56,343","56,343","56,343","56,343","56,343","56,343","56,343","56,343","56,343"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Bonus - Office Performance,61023000,"8,554","8,554","8,554","9,085","9,085","9,085","9,085","9,085","9,085","9,085","9,085","9,085"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,"75,332","75,332","75,332","79,961","79,961","79,961","79,961","79,961","79,961","79,961","79,961","79,961"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Vacation Expense,61107000,-920,-384,-384,-384,-384,-384,-384,-384,-384,-384,-384,-384
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Compensation,Wages,61010000,"200,872","200,872","200,872","213,181","213,181","213,181","213,181","213,181","213,181","213,181","213,181","213,181"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500201,TMT Practice - General,,,Programs,Other Operating Expenses,66000000,"37,200","37,200","37,200","37,200","37,200","37,200","37,200","37,200","37,200","37,200","41,850","51,150"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500203,TMT Practice - DBs,,,Programs,Other Operating Expenses,66000000,"669,940","669,940","669,940","669,940","669,940","669,940","669,940","669,940","669,940","669,940","669,940","669,940"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7750,TMT Practice,77500204,TMT Practice - BCN,,,Programs,Other Operating Expenses,66000000,"111,500","111,500","111,500","111,500","111,500","111,500","111,500","111,500","111,500","111,500","111,500","111,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Bonus - Individual Performance,61020000,,,,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Bonus - Office Performance,61023000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,TMT Practice,7775,CME Practice,77750201,CME Practice - General,,,Compensation,Wages,61010000,,,,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Bonus - Individual Performance,61020000,"9,460","9,460","9,460","10,047","10,047","10,047","10,047","10,047","10,047","10,047","10,047","10,047"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Bonus - Office Performance,61023000,"-9,460","-9,460","-9,460","-10,047","-10,047","-10,047","-10,047","-10,047","-10,047","-10,047","-10,047","-10,047"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Fringe Benefits Allocation,61200000,0,0,0,0,0,0,0,0,0,0,0,0
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Overtime,61021000,"-34,745","-34,745","-34,745","-36,899","-36,899","-36,899","-36,899","-36,899","-36,899","-36,899","-36,899","-36,899"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,PPK,Vector Practice (L2),7505,Vector Practice,75050201,Vector Practice - General,,,Compensation,Wages,61010000,"34,745","34,745","34,745","36,899","36,899","36,899","36,899","36,899","36,899","36,899","36,899","36,899"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500005,Capability Marketing - PEG,,,Programs,Other Operating Expenses,66000000,"145,000","145,000","145,000","193,333","193,333","193,333","96,667","96,667","96,667","36,250","36,250","72,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500008,Capability Marketing - M&A,,,Programs,Other Operating Expenses,66000000,"25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","25,000","18,750","18,750","37,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500010,Capability Marketing - Org,,,Programs,Other Operating Expenses,66000000,"21,917","21,917","21,917","21,917","21,917","21,917","21,917","21,917","21,917","16,438","16,438","32,875"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500011,Capability Marketing - PI,,,Programs,Other Operating Expenses,66000000,"61,250","61,250","61,250","61,250","61,250","61,250","61,250","61,250","61,250","45,938","45,938","91,875"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500012,Capability Marketing - S&R,,,Programs,Other Operating Expenses,66000000,"42,000","42,000","42,000","42,000","42,000","42,000","126,000","126,000","126,000","52,500","52,500","105,000"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500013,Capability Marketing - Strategy,,,Programs,Other Operating Expenses,66000000,"92,083","92,083","92,083","92,083","92,083","92,083","92,083","92,083","92,083","69,063","69,063","138,125"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500015,Capability Marketing - Vector,,,Programs,Other Operating Expenses,66000000,"128,333","128,333","128,333","128,333","128,333","128,333","128,333","128,333","128,333","96,250","96,250","192,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500017,Capability Marketing - MCX,,,Programs,Other Operating Expenses,66000000,"38,000","38,000","38,000","95,000","95,000","95,000","38,000","38,000","38,000","14,250","14,250","28,500"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5650,Capability Marketing,56500018,Capability Marketing - CE,,,Programs,Other Operating Expenses,66000000,"25,000","25,000","25,000","62,500","62,500","62,500","25,000","25,000","25,000","9,375","9,375","18,750"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500002,Industry Marketing - AMS,,,Programs,Other Operating Expenses,66000000,"22,400","22,400","22,400","78,400","78,400","78,400","44,800","44,800","44,800","58,800","58,800","117,600"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500004,Industry Marketing - CP,,,Programs,Other Operating Expenses,66000000,"29,667","29,667","29,667","29,667","29,667","29,667","44,500","44,500","44,500","33,375","33,375","66,750"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500005,Industry Marketing - ENR,,,Programs,Other Operating Expenses,66000000,"48,917","48,917","48,917","48,917","48,917","48,917","48,917","48,917","48,917","36,688","36,688","73,375"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500006,Industry Marketing - FS,,,Programs,Other Operating Expenses,66000000,"48,750","48,750","48,750","48,750","48,750","48,750","48,750","48,750","48,750","36,563","36,563","73,125"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500007,Industry Marketing - HC,,,Programs,Other Operating Expenses,66000000,"30,667","30,667","30,667","30,667","30,667","30,667","30,667","30,667","30,667","23,000","23,000","46,000"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500009,Industry Marketing - Retail,,,Programs,Other Operating Expenses,66000000,"31,667","31,667","31,667","31,667","31,667","31,667","47,500","47,500","47,500","35,625","35,625","71,250"
Corp/Other,Corp/Adj,WW Corp/Adj,Worldwide Corp,Business Services,Marketing (L1),Marketing (L2),5750,Industry Marketing,57500011,Industry Marketing - TCS,,,Programs,Other Operating Expenses,66000000,"16,500","16,500","16,500","49,500","49,500","49,500","66,000","66,000","66,000","24,750","24,750","49,500"
